date        time     P_O_Tysvær_23mo  T_Tysvær_23moh  T_Tysvær_23moh        Q_Tysvær 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
05.03.2008  00:00:00           0.170          -0.270          -0.270           0.320 
06.03.2008  00:00:00          31.500           4.030           4.030           0.380 
07.03.2008  00:00:00           0.000           3.430           3.430           0.340 
08.03.2008  00:00:00          13.830           5.270           5.270           0.390 
09.03.2008  00:00:00          23.030           6.330           6.330           0.410 
10.03.2008  00:00:00           5.730           5.470           5.470           0.340 
11.03.2008  00:00:00           0.270           6.600           6.600           0.280 
12.03.2008  00:00:00           2.670           7.070           7.070           0.250 
13.03.2008  00:00:00           0.000           5.500           5.500           0.220 
14.03.2008  00:00:00           5.000           4.930           4.930           0.190 
15.03.2008  00:00:00           8.800           4.970           4.970           0.220 
16.03.2008  00:00:00           1.330           4.230           4.230           0.190 
17.03.2008  00:00:00           0.900           3.000           3.000           0.170 
18.03.2008  00:00:00           1.370           3.000           3.000           0.150 
19.03.2008  00:00:00           0.000           3.170           3.170           0.140 
20.03.2008  00:00:00           0.400           2.670           2.670           0.150 
21.03.2008  00:00:00          13.300           1.530           1.530           0.160 
22.03.2008  00:00:00           0.000           0.630           0.630           0.150 
23.03.2008  00:00:00           0.000          -0.030          -0.030           0.140 
24.03.2008  00:00:00           8.930          -1.130          -1.130           0.130 
25.03.2008  00:00:00           0.100          -1.370          -1.370           0.120 
26.03.2008  00:00:00           3.070          -1.470          -1.470           0.110 
27.03.2008  00:00:00           0.000          -0.100          -0.100           0.100 
28.03.2008  00:00:00          13.730           1.830           1.830           0.140 
29.03.2008  00:00:00           5.500           5.100           5.100           0.190 
30.03.2008  00:00:00           9.970           5.500           5.500           0.300 
31.03.2008  00:00:00          22.230           6.170           6.170           0.340 
01.04.2008  00:00:00           0.000           6.800           6.800           0.360 
02.04.2008  00:00:00          13.200           6.430           6.430           0.400 
03.04.2008  00:00:00           0.000           6.200           6.200           0.350 
04.04.2008  00:00:00           0.930           5.670           5.670           0.300 
05.04.2008  00:00:00           8.400           5.730           5.730           0.270 
06.04.2008  00:00:00           0.500           3.930           3.930           0.230 
07.04.2008  00:00:00           0.000           4.900           4.900           0.200 
08.04.2008  00:00:00           5.300           3.470           3.470           0.200 
09.04.2008  00:00:00           0.000           3.930           3.930           0.180 
10.04.2008  00:00:00           0.000           4.030           4.030           0.150 
11.04.2008  00:00:00           2.200           4.600           4.600           0.140 
12.04.2008  00:00:00           1.300           6.870           6.870           0.130 
13.04.2008  00:00:00          10.230           5.470           5.470           0.180 
14.04.2008  00:00:00           4.700           5.530           5.530           0.180 
15.04.2008  00:00:00           1.270           4.900           4.900           0.170 
16.04.2008  00:00:00           0.000           4.600           4.600           0.150 
17.04.2008  00:00:00           0.000           5.270           5.270           0.130 
18.04.2008  00:00:00           0.000           6.700           6.700           0.120 
19.04.2008  00:00:00           0.000           6.500           6.500           0.100 
20.04.2008  00:00:00           0.000           6.900           6.900           0.090 
21.04.2008  00:00:00           0.000           7.400           7.400           0.080 
22.04.2008  00:00:00           0.000           8.500           8.500           0.070 
23.04.2008  00:00:00           0.000           9.630           9.630           0.060 
24.04.2008  00:00:00           0.000           8.970           8.970           0.060 
25.04.2008  00:00:00           1.930          10.300          10.300           0.050 
26.04.2008  00:00:00           0.230           8.300           8.300           0.050 
27.04.2008  00:00:00           2.000           8.770           8.770           0.070 
28.04.2008  00:00:00          12.430          10.000          10.000           0.120 
