date        time     P_O_Sorra_54moh   T_Sorra_54moh   T_Sorra_54moh         Q_Sorra 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
05.06.2009  00:00:00           0.000           8.120           8.120           0.080 
06.06.2009  00:00:00           0.000           6.870           6.870           0.080 
07.06.2009  00:00:00           0.000           7.130           7.130           0.070 
08.06.2009  00:00:00           4.950           9.170           9.170           0.070 
09.06.2009  00:00:00           4.750          10.230          10.230           0.060 
10.06.2009  00:00:00           0.020          11.650          11.650           0.070 
11.06.2009  00:00:00           1.870          12.720          12.720           0.070 
12.06.2009  00:00:00           0.000          11.970          11.970           0.080 
13.06.2009  00:00:00           0.000          13.700          13.700           0.110 
14.06.2009  00:00:00           2.180          10.070          10.070           0.110 
15.06.2009  00:00:00           1.280           8.320           8.320           0.100 
16.06.2009  00:00:00          17.170           7.120           7.120           0.120 
17.06.2009  00:00:00           2.750           6.920           6.920           0.090 
18.06.2009  00:00:00           5.550           9.800           9.800           0.070 
19.06.2009  00:00:00           0.000          12.920          12.920           0.060 
20.06.2009  00:00:00           0.000          11.670          11.670           0.060 
21.06.2009  00:00:00           0.000          10.280          10.280           0.060 
22.06.2009  00:00:00           0.000           9.980           9.980           0.060 
23.06.2009  00:00:00           0.650          12.070          12.070           0.060 
24.06.2009  00:00:00           0.670          10.800          10.800           0.050 
25.06.2009  00:00:00           0.000          12.530          12.530           0.050 
26.06.2009  00:00:00           0.000          15.570          15.570           0.050 
27.06.2009  00:00:00           0.000          17.670          17.670           0.050 
28.06.2009  00:00:00           0.000          14.700          14.700           0.050 
29.06.2009  00:00:00           0.000          12.280          12.280           0.050 
30.06.2009  00:00:00           0.000          15.930          15.930           0.050 
01.07.2009  00:00:00           0.020          16.430          16.430           0.050 
02.07.2009  00:00:00           0.000          14.170          14.170           0.050 
03.07.2009  00:00:00           0.100          14.220          14.220           0.060 
04.07.2009  00:00:00           0.000          14.350          14.350           0.060 
05.07.2009  00:00:00           0.000          14.170          14.170           0.060 
06.07.2009  00:00:00           0.000          13.480          13.480           0.050 
07.07.2009  00:00:00           0.000          13.700          13.700           0.040 
08.07.2009  00:00:00           0.000          13.450          13.450           0.040 
09.07.2009  00:00:00           0.000          14.750          14.750           0.050 
10.07.2009  00:00:00           0.000          14.620          14.620           0.050 
11.07.2009  00:00:00           0.000          17.700          17.700           0.050 
12.07.2009  00:00:00           0.000          16.420          16.420           0.050 
13.07.2009  00:00:00           0.170          17.820          17.820           0.040 
14.07.2009  00:00:00           0.000          16.900          16.900           0.040 
15.07.2009  00:00:00           0.000          16.270          16.270           0.040 
16.07.2009  00:00:00           0.000          14.630          14.630           0.040 
17.07.2009  00:00:00           0.000          13.580          13.580           0.040 
18.07.2009  00:00:00           2.070          10.870          10.870           0.040 
19.07.2009  00:00:00           0.000          12.550          12.550           0.040 
20.07.2009  00:00:00           0.000          16.780          16.780           0.040 
21.07.2009  00:00:00           0.050          15.400          15.400           0.040 
22.07.2009  00:00:00           0.000          11.230          11.230           0.040 
23.07.2009  00:00:00           0.000          13.020          13.020           0.040 
24.07.2009  00:00:00           0.000          18.730          18.730           0.040 
25.07.2009  00:00:00           1.830          14.120          14.120           0.130 
26.07.2009  00:00:00          20.130          11.180          11.180           0.080 
27.07.2009  00:00:00           2.520          12.580          12.580           0.060 
28.07.2009  00:00:00           8.420          12.530          12.530           0.080 
29.07.2009  00:00:00           7.580          12.820          12.820           0.060 
30.07.2009  00:00:00           0.380          15.900          15.900           0.050 
31.07.2009  00:00:00           0.000          19.630          19.630           0.050 
01.08.2009  00:00:00           0.000          17.130          17.130           0.050 
02.08.2009  00:00:00           0.000          13.520          13.520           0.050 
03.08.2009  00:00:00           0.000          21.330          21.330           0.050 
