date        time     P_O_Myra_131moh   T_Myra_131moh   T_Myra_131moh          Q_Myra 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
24.01.2009  00:00:00           0.000           2.190           2.190           0.120 
25.01.2009  00:00:00           0.000           1.340           1.340           0.110 
26.01.2009  00:00:00           0.000          -0.320          -0.320           0.130 
27.01.2009  00:00:00           0.000          -0.980          -0.980           0.100 
28.01.2009  00:00:00           0.000          -0.790          -0.790           0.110 
29.01.2009  00:00:00           0.000           0.860           0.860           0.100 
30.01.2009  00:00:00           0.000           1.430           1.430           0.090 
31.01.2009  00:00:00           0.000           1.810           1.810           0.090 
01.02.2009  00:00:00           0.000           1.910           1.910           0.080 
02.02.2009  00:00:00           0.000          -0.590          -0.590           0.080 
03.02.2009  00:00:00           0.000          -2.650          -2.650           0.060 
04.02.2009  00:00:00           0.000          -3.130          -3.130           0.070 
05.02.2009  00:00:00           1.420          -3.370          -3.370           0.080 
06.02.2009  00:00:00           0.000          -3.630          -3.630           0.070 
07.02.2009  00:00:00           0.000          -6.990          -6.990           0.070 
08.02.2009  00:00:00           0.000          -7.230          -7.230           0.070 
09.02.2009  00:00:00           5.530          -5.180          -5.180           0.060 
10.02.2009  00:00:00          12.360          -1.890          -1.890           0.070 
11.02.2009  00:00:00           7.920          -4.170          -4.170           0.070 
12.02.2009  00:00:00           8.840          -1.540          -1.540           0.070 
13.02.2009  00:00:00           8.590          -1.340          -1.340           0.080 
14.02.2009  00:00:00          11.900          -0.650          -0.650           0.080 
15.02.2009  00:00:00           0.000          -1.240          -1.240           0.080 
16.02.2009  00:00:00           0.000          -2.310          -2.310           0.080 
17.02.2009  00:00:00           0.000          -1.900          -1.900           0.090 
18.02.2009  00:00:00          11.460           0.270           0.270           1.370 
19.02.2009  00:00:00           8.030           2.880           2.880           5.090 
20.02.2009  00:00:00          12.470           2.510           2.510           5.100 
21.02.2009  00:00:00           6.160           2.860           2.860           4.450 
22.02.2009  00:00:00          18.740           3.860           3.860           8.190 
23.02.2009  00:00:00          13.010           2.790           2.790           3.010 
24.02.2009  00:00:00           6.570           0.130           0.130           0.990 
25.02.2009  00:00:00           4.910          -0.670          -0.670           0.700 
26.02.2009  00:00:00           5.060          -0.780          -0.780           0.760 
27.02.2009  00:00:00           8.140          -1.260          -1.260           0.540 
28.02.2009  00:00:00           2.310          -4.040          -4.040           0.350 
01.03.2009  00:00:00           3.980          -1.100          -1.100           0.600 
02.03.2009  00:00:00           0.000           2.930           2.930           0.900 
03.03.2009  00:00:00           0.000           3.240           3.240           0.610 
04.03.2009  00:00:00           0.000           3.400           3.400           0.400 
05.03.2009  00:00:00           0.000           4.470           4.470           0.310 
06.03.2009  00:00:00           0.000           4.070           4.070           0.230 
07.03.2009  00:00:00           0.000           4.260           4.260           0.230 
08.03.2009  00:00:00           0.000           2.810           2.810           0.200 
09.03.2009  00:00:00           0.000           2.930           2.930           0.160 
10.03.2009  00:00:00           0.000           4.840           4.840           0.140 
11.03.2009  00:00:00           1.310           2.880           2.880           0.160 
12.03.2009  00:00:00           0.000           2.060           2.060           0.240 
13.03.2009  00:00:00           4.860           2.140           2.140           1.180 
14.03.2009  00:00:00           0.000           2.460           2.460           1.250 
15.03.2009  00:00:00           0.000           0.860           0.860           0.410 
16.03.2009  00:00:00           2.490           4.120           4.120           1.170 
17.03.2009  00:00:00          16.070           2.090           2.090           1.700 
18.03.2009  00:00:00          25.010           1.440           1.440           2.920 
19.03.2009  00:00:00           4.730           0.200           0.200           0.970 
20.03.2009  00:00:00           0.000           2.430           2.430           0.480 
21.03.2009  00:00:00           0.000           3.890           3.890           1.080 
22.03.2009  00:00:00          11.690           3.230           3.230           3.540 
23.03.2009  00:00:00           7.960           1.390           1.390           1.630 
24.03.2009  00:00:00           3.110          -2.020          -2.020           0.690 
25.03.2009  00:00:00           0.000          -3.140          -3.140           0.420 
