date        time     P_O_Jogla_877mo  T_Jogla_877moh  T_Jogla_877moh         Q_Jogla 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
28.11.2002  00:00:00           0.000          -1.970          -1.970           0.190 
29.11.2002  00:00:00           1.190          -2.330          -2.330           0.180 
30.11.2002  00:00:00           0.000          -4.790          -4.790           0.180 
01.12.2002  00:00:00           0.000          -8.610          -8.610           0.180 
02.12.2002  00:00:00           0.670          -7.640          -7.640           0.180 
03.12.2002  00:00:00           0.000          -4.080          -4.080           0.180 
04.12.2002  00:00:00           0.170          -3.110          -3.110           0.170 
05.12.2002  00:00:00           1.170          -4.330          -4.330           0.170 
06.12.2002  00:00:00           0.000          -4.540          -4.540           0.160 
07.12.2002  00:00:00           0.370          -7.690          -7.690           0.150 
08.12.2002  00:00:00           1.090          -9.100          -9.100           0.150 
09.12.2002  00:00:00           0.000         -12.110         -12.110           0.140 
10.12.2002  00:00:00           0.000         -15.920         -15.920           0.130 
11.12.2002  00:00:00           0.000         -16.620         -16.620           0.130 
12.12.2002  00:00:00           0.000         -18.080         -18.080           0.120 
13.12.2002  00:00:00           0.000         -18.690         -18.690           0.120 
14.12.2002  00:00:00           0.000         -11.550         -11.550           0.110 
15.12.2002  00:00:00           1.440          -3.980          -3.980           0.100 
16.12.2002  00:00:00           2.820          -6.790          -6.790           0.100 
17.12.2002  00:00:00           0.000         -15.510         -15.510           0.100 
18.12.2002  00:00:00           0.510          -5.960          -5.960           0.100 
19.12.2002  00:00:00           0.000          -6.680          -6.680           0.100 
20.12.2002  00:00:00           1.480          -1.590          -1.590           0.100 
21.12.2002  00:00:00           0.810          -7.970          -7.970           0.100 
22.12.2002  00:00:00           0.000         -17.010         -17.010           0.100 
23.12.2002  00:00:00           0.000          -9.820          -9.820           0.100 
24.12.2002  00:00:00           0.820          -8.490          -8.490           0.090 
25.12.2002  00:00:00           2.000          -8.520          -8.520           0.100 
26.12.2002  00:00:00           0.000          -4.580          -4.580           0.100 
27.12.2002  00:00:00           2.960          -1.190          -1.190           0.100 
28.12.2002  00:00:00           3.630          -5.110          -5.110           0.100 
29.12.2002  00:00:00           2.210          -5.160          -5.160           0.110 
30.12.2002  00:00:00           0.830          -7.650          -7.650           0.100 
31.12.2002  00:00:00           0.000         -16.650         -16.650           0.090 
01.01.2003  00:00:00           1.510         -13.290         -13.290           0.090 
02.01.2003  00:00:00           0.000         -10.980         -10.980           0.090 
03.01.2003  00:00:00           0.000         -10.770         -10.770           0.090 
04.01.2003  00:00:00           0.160         -22.250         -22.250           0.080 
05.01.2003  00:00:00           2.460         -13.250         -13.250           0.080 
06.01.2003  00:00:00           0.000         -11.580         -11.580           0.070 
07.01.2003  00:00:00           0.000         -16.950         -16.950           0.070 
08.01.2003  00:00:00           0.000         -17.760         -17.760           0.070 
09.01.2003  00:00:00           0.000         -16.430         -16.430           0.070 
10.01.2003  00:00:00           0.000         -10.350         -10.350           0.070 
11.01.2003  00:00:00           0.160          -7.990          -7.990           0.060 
12.01.2003  00:00:00          16.150          -0.250          -0.250           0.140 
13.01.2003  00:00:00          16.510          -0.400          -0.400           0.150 
14.01.2003  00:00:00          15.900          -0.960          -0.960           0.650 
15.01.2003  00:00:00          11.680           0.360           0.360           1.210 
16.01.2003  00:00:00          26.790           0.220           0.220           1.150 
17.01.2003  00:00:00           3.400          -1.230          -1.230           1.330 
18.01.2003  00:00:00          20.430          -0.360          -0.360           1.710 
19.01.2003  00:00:00           6.750          -1.270          -1.270           1.160 
20.01.2003  00:00:00          27.690          -2.430          -2.430           1.000 
21.01.2003  00:00:00          17.750          -0.930          -0.930           0.780 
22.01.2003  00:00:00           5.880          -0.680          -0.680           0.530 
23.01.2003  00:00:00           0.000          -1.180          -1.180           0.420 
24.01.2003  00:00:00           0.000          -9.490          -9.490           0.480 
25.01.2003  00:00:00          19.860          -2.570          -2.570           0.570 
26.01.2003  00:00:00          16.440          -0.290          -0.290           0.670 
27.01.2003  00:00:00           8.310           1.040           1.040           0.990 
28.01.2003  00:00:00          14.200           0.300           0.300           1.150 
29.01.2003  00:00:00           0.380          -5.760          -5.760           0.960 
30.01.2003  00:00:00           0.000         -11.470         -11.470           1.260 
31.01.2003  00:00:00           0.000         -18.760         -18.760           1.860 
01.02.2003  00:00:00           5.550         -15.100         -15.100           0.530 
02.02.2003  00:00:00          16.270          -3.790          -3.790           0.380 
03.02.2003  00:00:00          17.740          -5.820          -5.820           0.360 
