date        time     P_O_Lye2_178moh   T_Lye2_178moh   T_Lye2_178moh          Q_Lye2 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
13.06.2008  00:00:00           0.000          10.500          10.500           0.000 
14.06.2008  00:00:00           0.000           8.650           8.650           0.010 
15.06.2008  00:00:00           5.150           7.100           7.100           0.010 
16.06.2008  00:00:00           3.800           9.650           9.650           0.005 
17.06.2008  00:00:00           0.000          11.100          11.100           0.000 
18.06.2008  00:00:00           7.000          10.900          10.900           0.020 
19.06.2008  00:00:00          25.550          11.850          11.850           0.100 
20.06.2008  00:00:00          26.100          11.250          11.250           0.040 
21.06.2008  00:00:00          10.100          10.650          10.650           0.040 
22.06.2008  00:00:00           3.450           9.150           9.150           0.040 
23.06.2008  00:00:00          12.400          10.950          10.950           0.080 
24.06.2008  00:00:00           9.250           9.500           9.500           0.050 
25.06.2008  00:00:00           0.700           9.250           9.250           0.030 
26.06.2008  00:00:00           0.700          10.500          10.500           0.020 
27.06.2008  00:00:00           9.650          12.000          12.000           0.030 
28.06.2008  00:00:00           0.000          12.250          12.250           0.010 
29.06.2008  00:00:00           0.000          12.900          12.900           0.010 
30.06.2008  00:00:00           5.750          12.600          12.600           0.010 
01.07.2008  00:00:00           0.000          11.250          11.250           0.010 
02.07.2008  00:00:00           0.000          14.450          14.450           0.010 
03.07.2008  00:00:00           0.000          19.900          19.900           0.010 
04.07.2008  00:00:00           0.000          23.850          23.850           0.005 
05.07.2008  00:00:00           0.000          18.250          18.250           0.000 
06.07.2008  00:00:00           0.000          18.650          18.650           0.000 
07.07.2008  00:00:00           0.750          15.200          15.200           0.020 
08.07.2008  00:00:00          17.150          14.150          14.150           0.010 
09.07.2008  00:00:00           0.750          13.500          13.500           0.010 
10.07.2008  00:00:00           0.200          15.300          15.300           0.000 
11.07.2008  00:00:00           7.250          15.050          15.050           0.060 
12.07.2008  00:00:00          19.950          13.900          13.900           0.040 
13.07.2008  00:00:00          18.550          13.600          13.600           0.080 
14.07.2008  00:00:00           2.550          13.200          13.200           0.040 
15.07.2008  00:00:00           2.050          14.150          14.150           0.100 
16.07.2008  00:00:00          12.100          13.600          13.600           0.110 
17.07.2008  00:00:00          11.150          11.900          11.900           0.120 
18.07.2008  00:00:00           7.900          11.650          11.650           0.040 
19.07.2008  00:00:00           0.350          13.150          13.150           0.040 
20.07.2008  00:00:00          15.050          13.700          13.700           0.040 
21.07.2008  00:00:00           9.500          13.800          13.800           0.030 
22.07.2008  00:00:00           0.000          15.300          15.300           0.020 
23.07.2008  00:00:00           0.000          14.700          14.700           0.020 
24.07.2008  00:00:00           0.000          17.000          17.000           0.010 
25.07.2008  00:00:00           0.000          19.450          19.450           0.010 
26.07.2008  00:00:00           0.000          21.600          21.600           0.010 
27.07.2008  00:00:00           0.000          20.550          20.550           0.010 
28.07.2008  00:00:00           0.000          21.600          21.600           0.010 
29.07.2008  00:00:00           0.000          21.900          21.900           0.010 
30.07.2008  00:00:00           0.000          23.650          23.650           0.010 
31.07.2008  00:00:00           3.900          16.950          16.950           0.010 
01.08.2008  00:00:00           0.000          18.600          18.600           0.000 
02.08.2008  00:00:00          13.200          20.400          20.400           0.050 
03.08.2008  00:00:00          36.200          16.300          16.300           0.310 
04.08.2008  00:00:00           4.050          14.550          14.550           0.060 
05.08.2008  00:00:00           9.650          15.800          15.800           0.080 
06.08.2008  00:00:00           7.100          14.500          14.500           0.090 
07.08.2008  00:00:00          16.700          14.000          14.000           0.200 
