date        time        P_O_Storgama      ovf_607moh      T_Storgama      ovf_607moh 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
06.03.2010  00:00:00           4.770         -14.570         -14.570           0.000 
07.03.2010  00:00:00           0.000          -9.770          -9.770           0.000 
08.03.2010  00:00:00           0.000          -4.800          -4.800           0.000 
09.03.2010  00:00:00           0.000          -1.770          -1.770           0.000 
10.03.2010  00:00:00           0.000          -3.030          -3.030           0.000 
11.03.2010  00:00:00           0.000          -0.770          -0.770           0.000 
12.03.2010  00:00:00           0.000           0.930           0.930           0.000 
13.03.2010  00:00:00           0.000          -1.400          -1.400           0.000 
14.03.2010  00:00:00           0.000          -2.130          -2.130           0.000 
15.03.2010  00:00:00           0.000          -4.730          -4.730           0.000 
16.03.2010  00:00:00           0.000          -5.370          -5.370           0.000 
17.03.2010  00:00:00           0.000          -2.500          -2.500           0.000 
18.03.2010  00:00:00           0.000           0.730           0.730           0.000 
19.03.2010  00:00:00           1.370           3.070           3.070           0.010 
20.03.2010  00:00:00           0.100           3.130           3.130           0.010 
21.03.2010  00:00:00           0.030           2.730           2.730           0.010 
22.03.2010  00:00:00           0.000           2.730           2.730           0.010 
23.03.2010  00:00:00           5.100           1.030           1.030           0.010 
24.03.2010  00:00:00           0.000           1.330           1.330           0.010 
25.03.2010  00:00:00           3.470           0.800           0.800           0.020 
26.03.2010  00:00:00           0.000           1.100           1.100           0.020 
27.03.2010  00:00:00           0.100           0.530           0.530           0.020 
28.03.2010  00:00:00           0.000           0.930           0.930           0.030 
29.03.2010  00:00:00           0.270           1.600           1.600           0.030 
30.03.2010  00:00:00           0.000          -1.100          -1.100           0.030 
31.03.2010  00:00:00          10.700          -0.670          -0.670           0.020 
01.04.2010  00:00:00           7.770          -0.700          -0.700           0.020 
02.04.2010  00:00:00           5.070          -0.600          -0.600           0.020 
03.04.2010  00:00:00           0.730          -0.770          -0.770           0.010 
04.04.2010  00:00:00           0.000           0.270           0.270           0.010 
05.04.2010  00:00:00           0.900           1.370           1.370           0.010 
06.04.2010  00:00:00           0.900          -0.630          -0.630           0.010 
07.04.2010  00:00:00           2.970           0.500           0.500           0.010 
08.04.2010  00:00:00           0.000           2.430           2.430           0.030 
09.04.2010  00:00:00           0.070           1.300           1.300           0.050 
10.04.2010  00:00:00           0.000           2.600           2.600           0.060 
11.04.2010  00:00:00           0.000           1.330           1.330           0.050 
12.04.2010  00:00:00           0.130           2.470           2.470           0.060 
13.04.2010  00:00:00           0.000           3.400           3.400           0.070 
14.04.2010  00:00:00           0.000           2.330           2.330           0.070 
15.04.2010  00:00:00           0.000           3.170           3.170           0.070 
16.04.2010  00:00:00           0.030           3.700           3.700           0.070 
17.04.2010  00:00:00           0.000           3.300           3.300           0.070 
18.04.2010  00:00:00           0.000           2.400           2.400           0.090 
19.04.2010  00:00:00           0.000          -1.230          -1.230           0.050 
20.04.2010  00:00:00           0.000          -2.300          -2.300           0.040 
21.04.2010  00:00:00           0.000          -1.830          -1.830           0.030 
22.04.2010  00:00:00           0.030          -1.870          -1.870           0.030 
23.04.2010  00:00:00           0.000           0.070           0.070           0.030 
24.04.2010  00:00:00           0.000          -0.700          -0.700           0.030 
25.04.2010  00:00:00           0.000           2.830           2.830           0.040 
26.04.2010  00:00:00           0.000           2.670           2.670           0.040 
27.04.2010  00:00:00           0.530           2.770           2.770           0.070 
28.04.2010  00:00:00           0.330           6.430           6.430           0.090 
29.04.2010  00:00:00           3.400           4.200           4.200           0.120 
30.04.2010  00:00:00           0.000           7.770           7.770           0.090 
