date        time     P_O_Fura_561moh   T_Fura_561moh   T_Fura_561moh          Q_Fura 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
03.11.2010  00:00:00           1.470           2.140           2.140           2.980 
04.11.2010  00:00:00           0.000           1.680           1.680           1.360 
05.11.2010  00:00:00           0.000          -0.350          -0.350           0.700 
06.11.2010  00:00:00           0.000          -1.900          -1.900           0.500 
07.11.2010  00:00:00           0.000          -3.370          -3.370           0.330 
08.11.2010  00:00:00           0.000          -7.380          -7.380           0.190 
09.11.2010  00:00:00           0.000         -11.070         -11.070           0.185 
10.11.2010  00:00:00           0.030          -5.270          -5.270           0.180 
11.11.2010  00:00:00           0.000          -7.670          -7.670           0.170 
12.11.2010  00:00:00           2.850          -8.450          -8.450           0.200 
13.11.2010  00:00:00           0.030          -2.640          -2.640           0.210 
14.11.2010  00:00:00           2.490          -1.620          -1.620           0.190 
15.11.2010  00:00:00           1.300          -3.650          -3.650           0.180 
16.11.2010  00:00:00           0.000          -5.280          -5.280           0.150 
17.11.2010  00:00:00           0.000         -10.890         -10.890           0.140 
18.11.2010  00:00:00           0.000         -10.120         -10.120           0.140 
19.11.2010  00:00:00           0.000         -12.690         -12.690           0.130 
20.11.2010  00:00:00           0.000         -15.190         -15.190           0.130 
21.11.2010  00:00:00           0.000          -6.610          -6.610           0.130 
22.11.2010  00:00:00           0.000          -5.230          -5.230           0.120 
23.11.2010  00:00:00           0.000         -10.160         -10.160           0.120 
24.11.2010  00:00:00           0.000          -8.330          -8.330           0.140 
25.11.2010  00:00:00           0.000         -10.000         -10.000           0.130 
26.11.2010  00:00:00           0.000         -12.340         -12.340           0.040 
27.11.2010  00:00:00           0.000         -11.890         -11.890           0.070 
28.11.2010  00:00:00           0.000         -12.860         -12.860           0.230 
29.11.2010  00:00:00           0.000         -12.810         -12.810           0.150 
30.11.2010  00:00:00           0.000         -17.210         -17.210           0.100 
01.12.2010  00:00:00           0.000         -19.780         -19.780           0.060 
02.12.2010  00:00:00           0.000         -19.270         -19.270           0.190 
03.12.2010  00:00:00           0.000         -19.960         -19.960           0.090 
04.12.2010  00:00:00           0.000         -18.460         -18.460           0.020 
05.12.2010  00:00:00           3.610         -18.340         -18.340           0.040 
06.12.2010  00:00:00           0.000         -12.700         -12.700           0.010 
07.12.2010  00:00:00           0.000         -14.650         -14.650           0.010 
08.12.2010  00:00:00           0.000         -18.130         -18.130           0.030 
09.12.2010  00:00:00           0.020         -16.110         -16.110           0.030 
10.12.2010  00:00:00           0.000         -10.430         -10.430           0.030 
11.12.2010  00:00:00           2.560          -9.570          -9.570           0.030 
12.12.2010  00:00:00           2.460          -4.820          -4.820           0.030 
13.12.2010  00:00:00           0.000          -6.550          -6.550           0.020 
14.12.2010  00:00:00           0.000         -11.510         -11.510           0.010 
15.12.2010  00:00:00           0.020          -7.220          -7.220           0.040 
16.12.2010  00:00:00           0.560          -8.590          -8.590           0.060 
17.12.2010  00:00:00           2.010          -7.480          -7.480           0.060 
18.12.2010  00:00:00           3.490          -7.770          -7.770           0.080 
19.12.2010  00:00:00           0.000         -10.840         -10.840           0.070 
20.12.2010  00:00:00           3.750         -12.060         -12.060           0.070 
21.12.2010  00:00:00           0.080         -17.470         -17.470           0.060 
22.12.2010  00:00:00           0.000         -22.630         -22.630           0.070 
23.12.2010  00:00:00           2.280         -19.170         -19.170           0.070 
24.12.2010  00:00:00           2.230         -19.520         -19.520           0.060 
25.12.2010  00:00:00           0.000         -22.490         -22.490           0.060 
26.12.2010  00:00:00           0.320         -14.870         -14.870           0.050 
27.12.2010  00:00:00           0.650          -4.120          -4.120           0.050 
28.12.2010  00:00:00           0.060          -8.860          -8.860           0.050 
29.12.2010  00:00:00           0.020         -18.950         -18.950           0.050 
30.12.2010  00:00:00           2.370         -17.740         -17.740           0.050 
31.12.2010  00:00:00           0.000          -9.010          -9.010           0.040 
01.01.2011  00:00:00           0.800          -5.650          -5.650           0.040 
02.01.2011  00:00:00           0.000          -3.230          -3.230           0.040 
03.01.2011  00:00:00           0.000          -5.030          -5.030           0.040 
04.01.2011  00:00:00           1.270          -6.610          -6.610           0.040 
05.01.2011  00:00:00           4.360          -8.160          -8.160           0.050 
06.01.2011  00:00:00           5.040          -6.710          -6.710           0.050 
07.01.2011  00:00:00           3.040          -7.860          -7.860           0.050 
