date        time     P_O_Valen_73moh   T_Valen_73moh   T_Valen_73moh         Q_Valen 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
30.03.2003  00:00:00          11.560           4.280           4.280           1.230 
31.03.2003  00:00:00           2.720           2.950           2.950           1.460 
01.04.2003  00:00:00           0.020           3.080           3.080           1.530 
02.04.2003  00:00:00           0.020           5.000           5.000           1.560 
03.04.2003  00:00:00           6.100           2.560           2.560           1.530 
04.04.2003  00:00:00          14.710           3.180           3.180           1.830 
05.04.2003  00:00:00           4.010           2.160           2.160           2.030 
06.04.2003  00:00:00           2.210          -0.140          -0.140           2.070 
07.04.2003  00:00:00           0.000          -0.260          -0.260           1.970 
08.04.2003  00:00:00           0.000           1.570           1.570           1.800 
09.04.2003  00:00:00           0.000           3.020           3.020           1.590 
10.04.2003  00:00:00           0.000           5.340           5.340           1.390 
11.04.2003  00:00:00           0.000           4.260           4.260           1.160 
12.04.2003  00:00:00           0.000           3.320           3.320           1.000 
13.04.2003  00:00:00           0.000           4.860           4.860           0.860 
14.04.2003  00:00:00           0.490           4.250           4.250           0.740 
15.04.2003  00:00:00           0.000           6.150           6.150           0.650 
16.04.2003  00:00:00           0.040           7.750           7.750           0.570 
17.04.2003  00:00:00           0.000           8.850           8.850           0.510 
18.04.2003  00:00:00           0.000           9.050           9.050           0.450 
19.04.2003  00:00:00           0.000           8.200           8.200           0.410 
20.04.2003  00:00:00           0.000           7.730           7.730           0.380 
21.04.2003  00:00:00           0.000           6.820           6.820           0.340 
22.04.2003  00:00:00           0.000           5.660           5.660           0.310 
23.04.2003  00:00:00           0.000           6.100           6.100           0.280 
24.04.2003  00:00:00           0.000           4.200           4.200           0.260 
25.04.2003  00:00:00           0.000           3.370           3.370           0.240 
26.04.2003  00:00:00           0.000           4.810           4.810           0.220 
27.04.2003  00:00:00           0.000           7.260           7.260           0.200 
28.04.2003  00:00:00           1.930           6.760           6.760           0.200 
29.04.2003  00:00:00           1.740           4.590           4.590           0.180 
30.04.2003  00:00:00           1.190           5.690           5.690           0.180 
01.05.2003  00:00:00           0.310           4.180           4.180           0.170 
02.05.2003  00:00:00           0.020           2.780           2.780           0.160 
03.05.2003  00:00:00           0.060           2.030           2.030           0.160 
04.05.2003  00:00:00           0.000           3.510           3.510           0.150 
05.05.2003  00:00:00           2.570           5.800           5.800           0.140 
06.05.2003  00:00:00          10.680           9.260           9.260           0.150 
07.05.2003  00:00:00           6.340           6.770           6.770           0.170 
08.05.2003  00:00:00           0.100           6.040           6.040           0.160 
09.05.2003  00:00:00           5.460           7.380           7.380           0.190 
10.05.2003  00:00:00           5.720           6.730           6.730           0.240 
11.05.2003  00:00:00           0.130           7.190           7.190           0.260 
12.05.2003  00:00:00           0.000           9.230           9.230           0.280 
13.05.2003  00:00:00           0.250           9.440           9.440           0.310 
14.05.2003  00:00:00           5.330           8.850           8.850           0.340 
15.05.2003  00:00:00          10.860           6.300           6.300           0.460 
16.05.2003  00:00:00           5.180           4.850           4.850           0.540 
17.05.2003  00:00:00           0.010           5.870           5.870           0.630 
18.05.2003  00:00:00           0.000           9.440           9.440           0.720 
19.05.2003  00:00:00           0.000          11.960          11.960           0.750 
20.05.2003  00:00:00           0.000          12.560          12.560           0.740 
21.05.2003  00:00:00           0.000          10.250          10.250           0.700 
22.05.2003  00:00:00           5.030           8.830           8.830           0.660 
23.05.2003  00:00:00           0.460           8.290           8.290           0.590 
24.05.2003  00:00:00           0.750          12.260          12.260           0.530 
25.05.2003  00:00:00           0.000          11.400          11.400           0.490 
26.05.2003  00:00:00           6.480           9.360           9.360           0.480 
27.05.2003  00:00:00           3.180           9.550           9.550           0.470 
28.05.2003  00:00:00           3.260           9.160           9.160           0.450 
29.05.2003  00:00:00           0.030          10.880          10.880           0.420 
