date        time     P_O_Sula_1318mo  T_Sula_1318moh  T_Sula_1318moh          Q_Sula 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
21.02.2009  00:00:00           4.160          -5.720          -5.720           0.090 
22.02.2009  00:00:00          10.560          -3.760          -3.760           0.100 
23.02.2009  00:00:00           0.590          -3.320          -3.320           0.100 
24.02.2009  00:00:00           0.720          -5.780          -5.780           0.090 
25.02.2009  00:00:00           1.240          -2.650          -2.650           0.090 
26.02.2009  00:00:00           0.280          -4.860          -4.860           0.100 
27.02.2009  00:00:00           1.020          -7.660          -7.660           0.100 
28.02.2009  00:00:00           0.100         -14.940         -14.940           0.100 
01.03.2009  00:00:00           6.120          -9.810          -9.810           0.100 
02.03.2009  00:00:00           2.740          -6.900          -6.900           0.100 
03.03.2009  00:00:00           0.090          -5.890          -5.890           0.100 
04.03.2009  00:00:00           0.000          -5.520          -5.520           0.090 
05.03.2009  00:00:00           1.040          -6.300          -6.300           0.100 
06.03.2009  00:00:00           0.100          -6.590          -6.590           0.100 
07.03.2009  00:00:00           3.470          -6.070          -6.070           0.100 
08.03.2009  00:00:00           6.410          -8.090          -8.090           0.110 
09.03.2009  00:00:00           2.690          -7.270          -7.270           0.110 
10.03.2009  00:00:00           0.100          -6.100          -6.100           0.100 
11.03.2009  00:00:00           0.000          -6.140          -6.140           0.100 
12.03.2009  00:00:00           0.470          -7.230          -7.230           0.100 
13.03.2009  00:00:00           8.210          -6.260          -6.260           0.100 
14.03.2009  00:00:00           0.090          -5.840          -5.840           0.100 
15.03.2009  00:00:00           0.000          -6.310          -6.310           0.090 
16.03.2009  00:00:00           0.430          -3.050          -3.050           0.090 
17.03.2009  00:00:00           1.230          -3.990          -3.990           0.090 
18.03.2009  00:00:00           1.240          -6.370          -6.370           0.100 
19.03.2009  00:00:00           0.000          -6.040          -6.040           0.100 
20.03.2009  00:00:00           0.000          -5.810          -5.810           0.100 
21.03.2009  00:00:00           0.000          -3.670          -3.670           0.090 
22.03.2009  00:00:00           0.590          -4.570          -4.570           0.090 
23.03.2009  00:00:00           0.490          -7.140          -7.140           0.090 
24.03.2009  00:00:00           0.000          -9.550          -9.550           0.090 
25.03.2009  00:00:00           0.000         -11.750         -11.750           0.090 
26.03.2009  00:00:00           0.000         -11.050         -11.050           0.080 
27.03.2009  00:00:00           0.390         -10.460         -10.460           0.080 
28.03.2009  00:00:00           0.000         -11.090         -11.090           0.080 
29.03.2009  00:00:00           0.000         -10.050         -10.050           0.080 
30.03.2009  00:00:00           0.000          -8.880          -8.880           0.080 
31.03.2009  00:00:00           9.520          -5.990          -5.990           0.090 
01.04.2009  00:00:00           5.500          -5.260          -5.260           0.090 
02.04.2009  00:00:00           0.100          -1.570          -1.570           0.090 
03.04.2009  00:00:00           0.000          -0.580          -0.580           0.090 
04.04.2009  00:00:00           0.000          -1.470          -1.470           0.090 
05.04.2009  00:00:00           0.000           2.000           2.000           0.080 
06.04.2009  00:00:00           0.530          -2.780          -2.780           0.080 
07.04.2009  00:00:00           0.000          -3.600          -3.600           0.080 
08.04.2009  00:00:00           5.260          -2.360          -2.360           0.080 
09.04.2009  00:00:00           0.000          -2.380          -2.380           0.080 
10.04.2009  00:00:00           2.200          -1.540          -1.540           0.080 
11.04.2009  00:00:00           0.000           1.730           1.730           0.090 
12.04.2009  00:00:00           2.120           1.740           1.740           0.130 
13.04.2009  00:00:00           0.960          -3.100          -3.100           0.130 
14.04.2009  00:00:00           0.000          -2.010          -2.010           0.120 
15.04.2009  00:00:00           0.000           0.510           0.510           0.120 
16.04.2009  00:00:00           0.090           1.560           1.560           0.130 
17.04.2009  00:00:00           0.780          -1.120          -1.120           0.130 
18.04.2009  00:00:00           0.000          -1.450          -1.450           0.130 
19.04.2009  00:00:00           0.000          -1.400          -1.400           0.120 
20.04.2009  00:00:00           0.000          -0.500          -0.500           0.120 
21.04.2009  00:00:00           0.000          -1.680          -1.680           0.120 
22.04.2009  00:00:00           0.860          -0.970          -0.970           0.130 
23.04.2009  00:00:00           0.000          -0.350          -0.350           0.140 
24.04.2009  00:00:00           0.000           1.540           1.540           0.150 
25.04.2009  00:00:00           0.000           0.760           0.760           0.170 
26.04.2009  00:00:00           0.000           2.040           2.040           0.190 
27.04.2009  00:00:00           1.600           1.390           1.390           0.240 
28.04.2009  00:00:00           4.570           1.070           1.070           0.320 
29.04.2009  00:00:00           0.090           2.040           2.040           0.380 
30.04.2009  00:00:00           0.130           1.770           1.770           0.490 
01.05.2009  00:00:00           0.000           2.800           2.800           0.650 
02.05.2009  00:00:00           0.120           4.720           4.720           1.260 
03.05.2009  00:00:00           0.100           0.140           0.140           1.980 
04.05.2009  00:00:00           0.000          -1.180          -1.180           2.430 
05.05.2009  00:00:00           5.570          -1.380          -1.380           2.210 
