date        time     P_O_Ytre_607moh   T_Ytre_607moh   T_Ytre_607moh          Q_Ytre 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
01.05.2013  00:00:00           0.650           1.930           1.930           0.640 
02.05.2013  00:00:00           0.000          -0.300          -0.300           0.940 
03.05.2013  00:00:00           0.000           1.480           1.480           1.300 
04.05.2013  00:00:00           0.770           1.310           1.310           1.570 
05.05.2013  00:00:00           0.000           0.770           0.770           1.720 
06.05.2013  00:00:00           0.000           2.960           2.960           1.890 
07.05.2013  00:00:00           4.810           4.890           4.890           2.150 
08.05.2013  00:00:00           5.650           2.360           2.360           2.430 
09.05.2013  00:00:00           2.620          -0.110          -0.110           2.480 
10.05.2013  00:00:00           0.000           2.050           2.050           2.490 
11.05.2013  00:00:00           0.000           5.560           5.560           2.630 
12.05.2013  00:00:00           0.000           4.380           4.380           2.820 
13.05.2013  00:00:00           0.000           5.070           5.070           3.060 
14.05.2013  00:00:00           4.400           3.600           3.600           3.420 
15.05.2013  00:00:00           0.000           5.210           5.210           4.050 
16.05.2013  00:00:00           0.000           5.270           5.270           4.490 
17.05.2013  00:00:00           0.000           9.120           9.120           5.010 
18.05.2013  00:00:00           0.000          12.240          12.240           5.730 
19.05.2013  00:00:00           0.000           6.600           6.600           6.010 
20.05.2013  00:00:00           0.040           5.970           5.970           6.320 
21.05.2013  00:00:00           0.000           7.910           7.910           7.000 
22.05.2013  00:00:00           0.000          12.980          12.980           8.370 
23.05.2013  00:00:00           0.000          13.570          13.570           9.440 
24.05.2013  00:00:00           0.000          13.140          13.140           9.630 
25.05.2013  00:00:00           2.580          11.840          11.840           9.530 
26.05.2013  00:00:00           0.200           3.610           3.610           9.120 
27.05.2013  00:00:00           0.000          10.780          10.780           8.620 
28.05.2013  00:00:00           0.000          13.480          13.480           8.400 
29.05.2013  00:00:00           0.000          14.280          14.280           8.070 
30.05.2013  00:00:00           0.000          15.660          15.660           7.710 
31.05.2013  00:00:00           0.000          17.450          17.450           7.390 
01.06.2013  00:00:00           0.000          18.370          18.370           7.100 
02.06.2013  00:00:00           0.000          18.150          18.150           6.990 
03.06.2013  00:00:00           0.000          13.560          13.560           6.880 
04.06.2013  00:00:00           4.520           8.010           8.010           6.590 
05.06.2013  00:00:00           0.000           6.330           6.330           6.010 
06.06.2013  00:00:00           0.000          12.670          12.670           5.500 
07.06.2013  00:00:00           0.000          16.090          16.090           5.170 
08.06.2013  00:00:00          15.190          11.920          11.920           5.140 
09.06.2013  00:00:00           1.660          11.020          11.020           4.780 
10.06.2013  00:00:00           0.050           9.180           9.180           4.440 
11.06.2013  00:00:00           0.000           4.960           4.960           4.130 
12.06.2013  00:00:00           0.000           3.910           3.910           3.770 
13.06.2013  00:00:00           0.000           4.890           4.890           3.420 
14.06.2013  00:00:00           0.000           9.570           9.570           3.130 
15.06.2013  00:00:00           7.310          10.370          10.370           2.880 
16.06.2013  00:00:00           0.490           6.290           6.290           2.660 
17.06.2013  00:00:00           1.540           6.650           6.650           2.510 
18.06.2013  00:00:00           4.890           6.180           6.180           2.440 
19.06.2013  00:00:00           0.730           7.080           7.080           2.290 
20.06.2013  00:00:00           0.000          12.270          12.270           2.190 
21.06.2013  00:00:00           6.680           9.800           9.800           2.180 
22.06.2013  00:00:00           0.000          13.980          13.980           2.190 
23.06.2013  00:00:00           7.650          13.580          13.580           2.320 
24.06.2013  00:00:00           4.850          11.100          11.100           2.360 
25.06.2013  00:00:00           2.670          14.460          14.460           2.440 
26.06.2013  00:00:00           9.470          12.810          12.810           2.610 
27.06.2013  00:00:00           0.000           9.210           9.210           2.540 
28.06.2013  00:00:00           0.000          13.540          13.540           2.400 
29.06.2013  00:00:00           0.000          16.420          16.420           2.370 
30.06.2013  00:00:00           0.000          16.310          16.310           2.220 
01.07.2013  00:00:00           0.000          12.480          12.480           2.090 
02.07.2013  00:00:00           5.940          16.910          16.910           2.100 
03.07.2013  00:00:00          37.390          12.000          12.000           2.440 
04.07.2013  00:00:00           0.230          11.030          11.030           2.450 
05.07.2013  00:00:00           0.000          14.990          14.990           2.380 
06.07.2013  00:00:00           0.230          13.410          13.410           2.260 
07.07.2013  00:00:00           0.020          12.830          12.830           2.180 
08.07.2013  00:00:00           4.410          10.770          10.770           2.110 
09.07.2013  00:00:00           7.320           7.600           7.600           2.150 
10.07.2013  00:00:00           5.260           7.620           7.620           2.170 
